Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane	fold
Q78T81	Mus musculus	Metazoa	392		0	False	1
Q38890	Arabidopsis thaliana	Viridiplantae	621		0	True	3
Q13794	Homo sapiens	Metazoa	54		0	False	1
Q9Y7K9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	246		0	False	3
Q15120	Homo sapiens	Metazoa	406		0	False	2
J9VIL4	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	623		0	True	1
A8K830	Homo sapiens	Metazoa	251		0	False	3
Q12749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1114		0	False	3
Q9XGM3	Arabidopsis thaliana	Viridiplantae	1217		0	False	2
Q3UHH1	Mus musculus	Metazoa	1832		0	False	4
P34250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1132		0	False	4
Q9C9B9	Arabidopsis thaliana	Viridiplantae	643		0	False	0
O94355	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240		0	False	1
Q08096	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		0	False	4
Q9VWN4	Drosophila melanogaster	Metazoa	1150		0	False	4
Q56A73	Homo sapiens	Metazoa	249		0	False	3
Q08444	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	459		0	False	1
Q10262	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	131		0	False	4
Q9EQR5	Mus musculus	Metazoa	269		0	True	4
Q12507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346		0	False	3
Q3UHA3	Mus musculus	Metazoa	2430		0	False	4
Q5T7W0	Homo sapiens	Metazoa	954		0	False	1
Q61136	Mus musculus	Metazoa	1007		0	False	3
Q9FGQ9	Arabidopsis thaliana	Viridiplantae	177		0	False	0
P36136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271		0	False	1
Q80VR2	Mus musculus	Metazoa	395		0	False	1
Q9LDY5	Arabidopsis thaliana	Viridiplantae	247		0	False	2
P38283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	698		0	False	3
Q19972	Caenorhabditis elegans	Metazoa	270		0	False	3
Q6GLP4	Xenopus laevis	Metazoa	391		0	False	2
P18581	Mus musculus	Metazoa	657		0	True	1
O42649	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1194		0	False	0
Q12104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458		0	False	1
Q8N684	Homo sapiens	Metazoa	471		0	False	1
Q10204	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	250		0	False	4
Q05648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		0	False	0
P41541	Bos taurus	Metazoa	961		0	False	0
Q3UK10	Mus musculus	Metazoa	175		0	False	4
B8BDQ4	Oryza sativa subsp. indica	Viridiplantae	696		0	False	3
O75528	Homo sapiens	Metazoa	432		0	False	3
Q6UEG8	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	444		0	False	3
Q9BTP7	Homo sapiens	Metazoa	215		0	False	0
Q9UI26	Homo sapiens	Metazoa	975		0	False	1
Q8VYZ5	Arabidopsis thaliana	Viridiplantae	900		0	False	4
Q8K3Y3	Mus musculus	Metazoa	209		0	False	1
G5ECD6	Caenorhabditis elegans	Metazoa	1322		0	True	2
Q8VYL1	Arabidopsis thaliana	Viridiplantae	588		0	False	2
P53919	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492		0	False	3
Q9NWQ9	Homo sapiens	Metazoa	140		0	False	1
P10900	Hordeum vulgare	Viridiplantae	508		0	True	4
Q9P287	Homo sapiens	Metazoa	314		0	False	0
Q9S7B5	Arabidopsis thaliana	Viridiplantae	526		0	False	3
Q6PB70	Mus musculus	Metazoa	1060		0	False	3
Q9VXE6	Drosophila melanogaster	Metazoa	1883		0	False	2
Q9VH08	Drosophila melanogaster	Metazoa	317		0	False	3
P36094	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363		0	False	2
P83183	Eledone cirrhosa	Metazoa	84		0	False	3
Q96PN7	Homo sapiens	Metazoa	1200		0	False	0
Q1KPV0	Arabidopsis thaliana	Viridiplantae	912		0	False	1
Q0P5I5	Bos taurus	Metazoa	327		0	False	0
Q7S1R6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	267		0	False	0
Q3ZCQ8	Homo sapiens	Metazoa	353		0	True	3
Q03327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502		0	False	4
O15068	Homo sapiens	Metazoa	1137		0	False	1
O42855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303		0	False	4
Q96EY5	Homo sapiens	Metazoa	273		0	False	3
P53167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	370		0	False	2
Q8IEK7	Plasmodium falciparum (isolate 3D7)	Other	87		0	False	3
Q05683	Rattus norvegicus	Metazoa	585		0	False	2
P53083	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	459		0	False	3
Q9UDY8	Homo sapiens	Metazoa	824		0	False	2
Q9R269	Mus musculus	Metazoa	1755		0	False	2
Q9Z1P6	Mus musculus	Metazoa	113		0	False	4
Q8WZ33	Homo sapiens	Metazoa	124		0	False	2
P24345	Zea mays	Viridiplantae	359		0	False	2
A0A0B5KU17	Penicillium brevicompactum	Fungi	2190		0	False	1
P78780	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	357		0	False	3
Q8NE35	Homo sapiens	Metazoa	698		0	False	1
Q6ZY51	Arabidopsis thaliana	Viridiplantae	1196		0	False	4
Q9H875	Homo sapiens	Metazoa	184		0	False	3
O22161	Arabidopsis thaliana	Viridiplantae	930		0	False	0
Q12734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1121		0	False	4
H3BKT1	Mus musculus	Metazoa	185		0	False	4
P61023	Rattus norvegicus	Metazoa	195		0	False	2
Q9C900	Arabidopsis thaliana	Viridiplantae	193		0	False	0
Q10432	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735		0	False	3
Q6NPN9	Arabidopsis thaliana	Viridiplantae	350		0	False	0
Q06683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	689		0	False	4
O42709	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	593		0	False	0
P53192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235		0	True	4
P0CT73	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152		0	False	0
P53140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	646		0	False	4
Q8K3D3	Mus musculus	Metazoa	89		0	False	4
Q69ZF8	Mus musculus	Metazoa	577		0	False	1
Q96LI5	Homo sapiens	Metazoa	555		0	False	1
P87133	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	121		0	False	0
F4JP43	Arabidopsis thaliana	Viridiplantae	2037		0	False	4
Q9SID1	Arabidopsis thaliana	Viridiplantae	238		0	False	2
Q8BM75	Mus musculus	Metazoa	1188		0	False	1
P00927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		0	False	2
Q80YF9	Mus musculus	Metazoa	1305		0	False	2
Q3V6T2	Homo sapiens	Metazoa	1871		0	False	2
P38889	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	622		0	False	1
Q9DB96	Mus musculus	Metazoa	315		0	False	1
O43829	Homo sapiens	Metazoa	449		0	False	1
Q9VL14	Drosophila melanogaster	Metazoa	118		0	False	2
Q9BXS1	Homo sapiens	Metazoa	227		0	False	3
Q969P5	Homo sapiens	Metazoa	355		0	False	3
P29147	Rattus norvegicus	Metazoa	343		0	False	0
Q6PI48	Homo sapiens	Metazoa	645		0	False	3
O82239	Arabidopsis thaliana	Viridiplantae	358		0	False	0
O22267	Arabidopsis thaliana	Viridiplantae	1122		0	True	0
Q96AJ1	Homo sapiens	Metazoa	413		0	False	2
Q9BY41	Homo sapiens	Metazoa	377		0	False	3
Q09849	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424		0	False	4
Q9V4P1	Drosophila melanogaster	Metazoa	1239		0	False	3
O14131	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	442		0	False	2
P40508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320		0	True	2
P35241	Homo sapiens	Metazoa	583		0	False	1
Q9UIA9	Homo sapiens	Metazoa	1087		0	False	1
K7WDL7	Catharanthus roseus	Viridiplantae	388		0	False	4
Q9FX53	Arabidopsis thaliana	Viridiplantae	406		0	False	4
O94279	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	172		0	False	2
Q9US14	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	268		0	False	0
P16458	Sterkiella nova	Other	385		0	False	0
O22832	Arabidopsis thaliana	Viridiplantae	401		0	False	2
Q7Z4G1	Homo sapiens	Metazoa	85		0	False	3
Q59UY7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	917		0	False	0
A0A1C3NSL9	Caenorhabditis elegans	Metazoa	1644		0	False	1
A8BFN4	Giardia intestinalis (strain ATCC 50803 / WB clone C6)	Other	1480		0	False	1
Q9D563	Mus musculus	Metazoa	222		0	True	0
F4IDJ0	Arabidopsis thaliana	Viridiplantae	830		0	False	1
Q2MH31	Mus musculus	Metazoa	260		0	False	2
P53833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	195		0	False	4
Q15003	Homo sapiens	Metazoa	741		0	False	3
Q10167	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	73		0	False	1
Q80ZD3	Mus musculus	Metazoa	593		0	True	2
O76906	Drosophila melanogaster	Metazoa	982		0	False	1
Q9BYE2	Homo sapiens	Metazoa	586		0	False	1
P27684	Spinacia oleracea	Viridiplantae	142		0	False	3
Q94KE2	Arabidopsis thaliana	Viridiplantae	1550		0	False	4
Q02959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	697		0	False	0
Q9SHJ5	Arabidopsis thaliana	Viridiplantae	585		0	False	2
Q9WTZ9	Mus musculus	Metazoa	124		0	False	4
Q0D3I7	Oryza sativa subsp. japonica	Viridiplantae	262		0	False	4
Q12308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	588		0	False	0
Q8N5P1	Homo sapiens	Metazoa	291		0	False	0
P82195	Spinacia oleracea	Viridiplantae	166		0	False	1
Q9P7G0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	707		0	False	2
P80483	Amphidinium carterae	Other	323		0	False	0
Q9SIV5	Arabidopsis thaliana	Viridiplantae	1773		0	False	3
P16965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	84		0	False	4
Q8K1N1	Mus musculus	Metazoa	776		0	False	1
P0CY15	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	42		0	False	1
P53201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476		0	False	4
P62331	Mus musculus	Metazoa	175		0	False	3
Q9JIX9	Mus musculus	Metazoa	511		0	False	1
Q8BJ63	Mus musculus	Metazoa	490		0	False	2
O88942	Mus musculus	Metazoa	717		0	False	1
Q96BR5	Homo sapiens	Metazoa	231		0	False	0
O35615	Mus musculus	Metazoa	995		0	False	3
O75324	Homo sapiens	Metazoa	88		0	True	3
O43193	Homo sapiens	Metazoa	412		0	True	4
O62090	Caenorhabditis elegans	Metazoa	586		0	False	3
Q02932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1032		0	False	2
P40035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300		0	True	4
O74443	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272		0	False	4
Q9QVP9	Mus musculus	Metazoa	1009		0	False	1
P19263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1082		0	False	0
Q9QXY4	Rattus norvegicus	Metazoa	580		0	False	0
Q9Y252	Homo sapiens	Metazoa	685		0	False	0
P38771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	230		0	False	3
Q53TN4	Homo sapiens	Metazoa	286		0	True	2
P22068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	525		0	False	1
A0A161CFW5	Trypanosoma brucei brucei	Other	305		0	False	2
P20941	Homo sapiens	Metazoa	246		0	False	1
B1AWL2	Mus musculus	Metazoa	2495		0	False	2
Q7TS55	Mus musculus	Metazoa	173		0	True	1
P38911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	411		0	False	3
Q8VDL9	Mus musculus	Metazoa	521		0	False	4
P46783	Homo sapiens	Metazoa	165		0	False	4
P32103	Euplotes eurystomus	Other	135		0	False	4
Q9NUK0	Homo sapiens	Metazoa	354		0	False	0
P13264	Rattus norvegicus	Metazoa	674		0	False	3
Q9SB47	Arabidopsis thaliana	Viridiplantae	319		0	False	0
B2D6P4	Caenorhabditis elegans	Metazoa	508		0	False	4
Q9ES56	Mus musculus	Metazoa	219		0	False	0
P87227	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	672		0	False	0
A8WFJ9	Caenorhabditis elegans	Metazoa	437		0	False	2
O95163	Homo sapiens	Metazoa	1332		0	False	1
Q9VQ56	Drosophila melanogaster	Metazoa	611		0	False	1
Q12418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502		0	False	2
P17353	Spinacia oleracea	Viridiplantae	135		0	False	0
Q9S850	Arabidopsis thaliana	Viridiplantae	393		0	False	1
Q5BJX1	Rattus norvegicus	Metazoa	134		0	False	0
Q9JIQ3	Mus musculus	Metazoa	237		0	False	0
Q01064	Homo sapiens	Metazoa	536		0	False	1
F4JMV6	Arabidopsis thaliana	Viridiplantae	399		0	False	3
Q9P805	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127		0	False	4
P46983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		0	False	0
D3ZXW3	Rattus norvegicus	Metazoa	298		0	False	3
Q9FWR4	Arabidopsis thaliana	Viridiplantae	213		0	False	1
P53803	Homo sapiens	Metazoa	58		0	False	0
Q9LK88	Arabidopsis thaliana	Viridiplantae	196		0	False	0
P11420	Drosophila melanogaster	Metazoa	710		0	False	2
Q9USQ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	606		0	False	2
Q84LB6	Solanum lycopersicum	Viridiplantae	417		0	False	2
Q9FLI7	Arabidopsis thaliana	Viridiplantae	108		0	False	3
Q7L4E1	Homo sapiens	Metazoa	593		0	True	2
P32367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	649		0	False	2
Q07532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		0	False	0
Q505B8	Mus musculus	Metazoa	171		0	False	4
Q9VWC6	Drosophila melanogaster	Metazoa	1596		0	False	1
Q9XI00	Arabidopsis thaliana	Viridiplantae	328		0	False	4
Q8RXH2	Arabidopsis thaliana	Viridiplantae	716		0	False	0
Q9LPL4	Arabidopsis thaliana	Viridiplantae	360		0	False	2
Q7Y220	Arabidopsis thaliana	Viridiplantae	649		0	False	2
P53155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381		0	False	2
Q9BRT2	Homo sapiens	Metazoa	126		0	False	0
P38769	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630		0	False	4
Q9BY77	Homo sapiens	Metazoa	421		0	False	2
F1M386	Rattus norvegicus	Metazoa	1496		0	False	2
Q02796	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	332		0	False	4
D3YZI9	Mus musculus	Metazoa	523		0	False	1
Q92366	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	61		0	False	3
P43122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	407		0	False	2
Q9W0I5	Drosophila melanogaster	Metazoa	251		0	False	1
Q9M9V6	Arabidopsis thaliana	Viridiplantae	562		0	False	3
Q12040	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	230		0	False	4
P13788	Spinacia oleracea	Viridiplantae	201		0	False	1
Q921E6	Mus musculus	Metazoa	441		0	False	4
Q9D5V6	Mus musculus	Metazoa	365		0	False	3
P20143	Hordeum vulgare	Viridiplantae	143		0	False	3
A6NKF2	Homo sapiens	Metazoa	412		0	False	2
I6VSD2	Capra hircus	Metazoa	224		0	True	0
Q9LS08	Arabidopsis thaliana	Viridiplantae	344		0	False	1
Q9H6U6	Homo sapiens	Metazoa	928		0	False	0
Q9JMI1	Rattus norvegicus	Metazoa	672		0	False	3
P53909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	347		0	False	1
Q3KPK4	Xenopus laevis	Metazoa	280		0	False	1
Q99LD8	Mus musculus	Metazoa	285		0	False	4
P39023	Homo sapiens	Metazoa	403		0	False	2
Q12334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	223		0	False	1
Q8N1G1	Homo sapiens	Metazoa	1221		0	False	2
Q7SHR9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	316		0	False	4
Q9M7N6	Solanum lycopersicum	Viridiplantae	152		0	False	2
P08740	Chlamydomonas reinhardtii	Viridiplantae	382		0	True	2
P38937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	262		0	False	1
Q8WXU2	Homo sapiens	Metazoa	420		0	False	4
B5KM66	Mus musculus	Metazoa	88		0	False	4
Q3ZBI7	Bos taurus	Metazoa	58		0	True	4
Q8JFQ4	Gallus gallus	Metazoa	277		0	False	4
P35732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	738		0	False	0
Q9ESK9	Mus musculus	Metazoa	1588		0	False	0
O74461	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	235		0	False	2
Q6NME7	Arabidopsis thaliana	Viridiplantae	127		0	False	0
O43325	Homo sapiens	Metazoa	122		0	False	4
Q96KS0	Homo sapiens	Metazoa	407		0	False	4
P58281	Mus musculus	Metazoa	960		0	False	4
Q10272	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	446		0	False	1
Q8RWH9	Arabidopsis thaliana	Viridiplantae	513		0	False	3
D3ZK93	Rattus norvegicus	Metazoa	322		0	True	2
P12297	Drosophila melanogaster	Metazoa	963		0	False	0
Q96ST2	Homo sapiens	Metazoa	819		0	False	4
Q08561	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	116		0	False	2
D4A2Y9	Rattus norvegicus	Metazoa	403		0	False	3
O74848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	311		0	False	1
P87152	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	992		0	False	0
Q9SN22	Arabidopsis thaliana	Viridiplantae	410		0	False	4
Q5XF06	Arabidopsis thaliana	Viridiplantae	469		0	False	1
Q5D869	Arabidopsis thaliana	Viridiplantae	1976		0	False	3
P25638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		0	False	3
O88554	Mus musculus	Metazoa	559		0	False	3
Q96NS1	Homo sapiens	Metazoa	127		0	False	2
Q53AQ4	Rattus norvegicus	Metazoa	245		0	True	0
Q9Z158	Rattus norvegicus	Metazoa	301		0	False	3
Q9LK57	Arabidopsis thaliana	Viridiplantae	394		0	False	3
Q08818	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692		0	False	0
O60306	Homo sapiens	Metazoa	1485		0	False	1
P0DI81	Homo sapiens	Metazoa	140		0	False	2
Q9Y314	Homo sapiens	Metazoa	301		0	False	2
A0A0D1DYJ6	Mycosarcoma maydis	Fungi	619		0	True	0
Q8N100	Homo sapiens	Metazoa	152		0	False	4
G5ECC7	Caenorhabditis elegans	Metazoa	1264		0	False	3
Q9ZVZ9	Arabidopsis thaliana	Viridiplantae	199		0	False	1
P40166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	100		0	False	1
Q38796	Arabidopsis thaliana	Viridiplantae	953		0	False	0
O49660	Arabidopsis thaliana	Viridiplantae	491		0	True	4
P49683	Homo sapiens	Metazoa	370		0	True	4
Q8GZM7	Arabidopsis thaliana	Viridiplantae	478		0	False	2
B1AXD8	Mus musculus	Metazoa	201		0	False	1
Q8BP40	Mus musculus	Metazoa	418		0	False	3
Q96RL7	Homo sapiens	Metazoa	3174		0	False	3
Q9SU14	Arabidopsis thaliana	Viridiplantae	282		0	False	4
P57088	Homo sapiens	Metazoa	247		0	True	1
O04714	Arabidopsis thaliana	Viridiplantae	326		0	True	3
Q9BT78	Homo sapiens	Metazoa	406		0	False	3
P40387	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	513		0	False	3
Q9VEX9	Drosophila melanogaster	Metazoa	150		0	False	3
B9DHG0	Arabidopsis thaliana	Viridiplantae	301		0	True	4
Q24478	Drosophila melanogaster	Metazoa	1096		0	False	2
O88382	Rattus norvegicus	Metazoa	1277		0	False	0
Q56VL3	Homo sapiens	Metazoa	154		0	False	1
Q6Z955	Oryza sativa subsp. japonica	Viridiplantae	518		0	False	1
P53220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	239		0	True	1
Q8IVG5	Homo sapiens	Metazoa	1584		0	False	4
Q9NPB1	Homo sapiens	Metazoa	228		0	False	0
Q07335	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	154		0	True	3
Q8N3J3	Homo sapiens	Metazoa	647		0	False	0
P09364	Sinapis alba	Viridiplantae	502		0	False	0
P34981	Homo sapiens	Metazoa	398		0	True	1
Q8CJF7	Mus musculus	Metazoa	2243		0	False	4
P38790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280		0	False	4
Q9LPW3	Arabidopsis thaliana	Viridiplantae	450		0	False	3
Q94165	Caenorhabditis elegans	Metazoa	256		0	False	1
Q69383	Homo sapiens	Metazoa	105		0	False	2
P53840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1238		0	False	1
O49782	Arabidopsis thaliana	Viridiplantae	352		0	False	2
Q5M775	Homo sapiens	Metazoa	1068		0	False	1
Q9UGI0	Homo sapiens	Metazoa	708		0	False	0
H9A1V3	Cannabis sativa	Viridiplantae	720		0	False	3
F4KFB3	Arabidopsis thaliana	Viridiplantae	598		0	False	0
P32388	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137		0	False	3
P25801	Mus musculus	Metazoa	158		0	False	4
Q91836	Xenopus laevis	Metazoa	298		0	False	1
P50548	Homo sapiens	Metazoa	548		0	False	2
Q9JHH9	Mus musculus	Metazoa	205		0	False	3
Q13569	Homo sapiens	Metazoa	410		0	False	4
Q9NZJ0	Homo sapiens	Metazoa	730		0	False	4
O08759	Mus musculus	Metazoa	870		0	False	1
Q1PDI2	Arabidopsis thaliana	Viridiplantae	487		0	False	0
Q3URD3	Mus musculus	Metazoa	845		0	True	3
Q68DK7	Homo sapiens	Metazoa	614		0	False	2
O59669	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	139		0	False	3
A0A1D9BZF0	Mus musculus	Metazoa	507		0	False	4
Q9SYQ0	Arabidopsis thaliana	Viridiplantae	463		0	False	2
O35394	Rattus norvegicus	Metazoa	185		0	True	1
Q14157	Homo sapiens	Metazoa	1087		0	False	3
P49815	Homo sapiens	Metazoa	1807		0	False	3
Q9NUU6	Homo sapiens	Metazoa	356		0	False	4
Q07688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167		0	False	3
Q6PL11	Oryza sativa subsp. japonica	Viridiplantae	173		0	False	3
B2RWS6	Mus musculus	Metazoa	2412		0	False	1
Q9URV9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124		0	False	3
Q03671	Candida parapsilosis	Fungi	246		0	True	1
Q9MBA2	Arabidopsis thaliana	Viridiplantae	326		0	False	2
P32903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	40		0	True	1
O81851	Arabidopsis thaliana	Viridiplantae	304		0	False	1
P07257	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368		0	False	0
O74429	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	920		0	False	4
Q42510	Arabidopsis thaliana	Viridiplantae	1451		0	False	2
D3ZUE1	Rattus norvegicus	Metazoa	857		0	False	1
Q9HCC9	Homo sapiens	Metazoa	887		0	False	0
Q96E11	Homo sapiens	Metazoa	262		0	False	3
Q9UT03	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	677		0	False	0
O75689	Homo sapiens	Metazoa	374		0	False	4
P23610	Homo sapiens	Metazoa	371		0	False	4
Q9LXX5	Arabidopsis thaliana	Viridiplantae	262		0	False	3
E9Q3G8	Mus musculus	Metazoa	1462		0	False	4
P13498	Homo sapiens	Metazoa	195		0	True	1
Q8NEZ4	Homo sapiens	Metazoa	4911		0	False	3
Q498E2	Rattus norvegicus	Metazoa	182		0	False	1
P53264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	445		0	False	3
Q9P7S7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508		0	False	0
G1X9H9	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)	Fungi	411		0	False	4
B5X582	Arabidopsis thaliana	Viridiplantae	709		0	False	2
G5EEH9	Caenorhabditis elegans	Metazoa	1678		0	False	0
Q08921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	799		0	False	0
Q9ZSZ8	Arabidopsis thaliana	Viridiplantae	330		0	False	1
Q94AH1	Arabidopsis thaliana	Viridiplantae	300		0	True	1
O14044	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241		0	False	3
Q9VBX1	Drosophila melanogaster	Metazoa	992		0	False	3
Q10362	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	859		0	False	0
O43502	Homo sapiens	Metazoa	376		0	False	2
Q3ZC04	Bos taurus	Metazoa	102		0	False	1
Q9D9W1	Mus musculus	Metazoa	207		0	False	4
Q92341	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	630		0	True	4
Q9UIL1	Homo sapiens	Metazoa	159		0	False	1
Q9BY07	Homo sapiens	Metazoa	1137		0	False	3
Q9USM1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	388		0	False	2
Q92575	Homo sapiens	Metazoa	508		0	False	2
Q9LVV5	Arabidopsis thaliana	Viridiplantae	223		0	False	3
P25651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190		0	False	0
Q9NQW8	Homo sapiens	Metazoa	809		0	False	0
Q9YHT2	Gallus gallus	Metazoa	290		0	False	4
Q02969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394		0	False	1
Q9SKT1	Arabidopsis thaliana	Viridiplantae	336		0	False	1
Q9UKL0	Homo sapiens	Metazoa	485		0	False	0
Q8SUF9	Encephalitozoon cuniculi (strain GB-M1)	Fungi	553		0	True	1
Q9BZJ4	Homo sapiens	Metazoa	359		0	True	3
P54622	Drosophila melanogaster	Metazoa	146		0	False	0
Q921W0	Mus musculus	Metazoa	196		0	False	2
